Time to Pop,Current
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
0,400
